,式別,馬番,配当,人気
202607010106,ワイド,3-11,1430,17
202607010106,ワイド,3-10,4720,48
202607010106,馬単,11→10,4260,10
202607010106,三連複,3-10-11,22110,65
202607010106,三連単,11→10→3,42040,121
202607010107,単勝,1,900,4
202607010107,複勝,1,330,4
202607010107,複勝,9,1570,12
202607010107,複勝,13,950,8
202607010107,枠連,1-5,10580,21
202607010107,馬連,1-9,46830,75
202607010107,ワイド,1-9,6750,55
202607010107,ワイド,1-13,2440,25
202607010107,ワイド,9-13,7620,63
202607010107,馬単,1→9,87860,133
202607010107,三連複,1-9-13,314500,321
202607010107,三連単,1→9→13,642700,1
202607010108,単勝,12,360,1
202607010108,複勝,12,200,2
202607010108,複勝,2,260,6
202607010108,複勝,13,150,1
202607010108,枠連,1-6,1640,8
202607010108,馬連,2-12,1950,8
202607010108,ワイド,2-12,670,6
202607010108,ワイド,12-13,550,2
202607010108,ワイド,2-13,750,9
202607010108,馬単,12→2,3300,10
202607010108,三連複,2-12-13,3550,7
202607010108,三連単,12→2→13,17180,30
202607010109,単勝,8,440,2
202607010109,複勝,8,200,2
202607010109,複勝,1,380,6
202607010109,複勝,2,540,8
202607010109,枠連,1-7,1610,8
202607010109,馬連,1-8,2430,10
202607010109,ワイド,1-8,1040,13
202607010109,ワイド,2-8,2090,23
202607010109,ワイド,1-2,3070,31
202607010109,馬単,8→1,5080,18
202607010109,三連複,1-2-8,13730,46
202607010109,三連単,8→1→2,51580,191
202607010110,単勝,1,530,4
202607010110,複勝,1,190,4
202607010110,複勝,7,180,3
202607010110,複勝,6,130,2
202607010110,枠連,1-7,1340,6
202607010110,馬連,1-7,1490,6
202607010110,ワイド,1-7,530,7
202607010110,ワイド,1-6,490,5
202607010110,ワイド,6-7,310,3
202607010110,馬単,1→7,2600,11
202607010110,三連複,1-6-7,1660,3
202607010110,三連単,1→7→6,8650,18
202607010111,単勝,7,250,1
202607010111,複勝,7,110,1
202607010111,複勝,9,130,2
202607010111,複勝,13,260,5
202607010111,枠連,5-6,280,1
202607010111,馬連,7-9,300,1
202607010111,ワイド,7-9,190,1
202607010111,ワイド,7-13,560,4
202607010111,ワイド,9-13,750,9
202607010111,馬単,7→9,580,2
202607010111,三連複,7-9-13,1360,4
202607010111,三連単,7→9→13,4600,7
202607010112,単勝,16,600,2
202607010112,複勝,16,240,2
202607010112,複勝,5,270,4
202607010112,複勝,2,1070,13
202607010112,枠連,3-8,960,5
202607010112,馬連,5-16,2680,4
202607010112,ワイド,5-16,1050,7
202607010112,ワイド,2-16,4800,58
202607010112,ワイド,2-5,4490,53
202607010112,馬単,16→5,5810,18
202607010112,三連複,2-5-16,37220,130
202607010112,三連単,16→5→2,206000,725
202607010201,単勝,14,380,2
202607010201,複勝,14,140,2
202607010201,複勝,3,130,1
202607010201,複勝,16,270,5
202607010201,枠連,2-7,530,2
202607010201,馬連,3-14,610,1
202607010201,ワイド,3-14,300,1
202607010201,ワイド,14-16,530,6
202607010201,ワイド,3-16,540,7
202607010201,馬単,14→3,1370,3
202607010201,三連複,3-14-16,1550,2
202607010201,三連単,14→3→16,7840,12
202607010202,単勝,1,120,1
202607010202,複勝,1,110,1
202607010202,複勝,13,140,2
202607010202,複勝,11,230,5
202607010202,枠連,1-8,330,1
202607010202,馬連,1-13,380,1
202607010202,ワイド,1-13,190,1
202607010202,ワイド,1-11,380,4
202607010202,ワイド,11-13,800,9
202607010202,馬単,1→13,420,1
202607010202,三連複,1-11-13,1250,4
202607010202,三連単,1→13→11,2320,5
202607010203,単勝,1,690,2
202607010203,複勝,1,140,2
202607010203,複勝,11,490,7
202607010203,複勝,12,110,1
202607010203,枠連,1-6,360,1
202607010203,馬連,1-11,11550,21
202607010203,ワイド,1-11,2260,21
202607010203,ワイド,1-12,180,1
202607010203,ワイド,11-12,640,6
202607010203,馬単,1→11,23220,36
202607010203,三連複,1-11-12,2600,7
202607010203,三連単,1→11→12,44990,136
202607010204,単勝,17,510,3
202607010204,複勝,17,220,3
202607010204,複勝,2,180,2
202607010204,複勝,5,490,7
202607010204,枠連,1-8,540,1
202607010204,馬連,2-17,1330,4
202607010204,ワイド,2-17,530,4
202607010204,ワイド,5-17,1900,22
202607010204,ワイド,2-5,1810,21
202607010204,馬単,17→2,3040,9
202607010204,三連複,2-5-17,12460,36
202607010204,三連単,17→2→5,51040,142
202607010205,単勝,1,260,2
202607010205,複勝,1,110,2
202607010205,複勝,7,110,1
202607010205,複勝,15,280,6
202607010205,枠連,1-4,210,1
202607010205,馬連,1-7,200,1
202607010205,ワイド,1-7,130,1
202607010205,ワイド,1-15,570,9
202607010205,ワイド,7-15,450,5
202607010205,馬単,1→7,460,2
202607010205,三連複,1-7-15,1080,5
202607010205,三連単,1→7→15,4040,12
202607010206,単勝,2,830,5
202607010206,複勝,2,200,4
202607010206,複勝,5,150,2
202607010206,複勝,6,140,1
202607010206,枠連,1-3,760,5
202607010206,馬連,2-5,1720,5
202607010206,ワイド,2-5,500,5
202607010206,ワイド,2-6,490,4
202607010206,ワイド,5-6,270,1
202607010206,馬単,2→5,3400,12
202607010206,三連複,2-5-6,1810,2
202607010206,三連単,2→5→6,12350,18
202607010207,単勝,1,380,1
202607010207,複勝,1,160,1
202607010207,複勝,15,200,4
202607010207,複勝,6,210,5
202607010207,枠連,1-8,770,2
202607010207,馬連,1-15,1190,1
202607010207,ワイド,1-15,520,2
202607010207,ワイド,1-6,530,3
202607010207,ワイド,6-15,850,10
202607010207,馬単,1→15,2040,1
202607010207,三連複,1-6-15,2590,1
202607010207,三連単,1→15→6,11330,4
202607010208,単勝,10,280,1
202607010208,複勝,10,120,1
202607010208,複勝,7,160,2
202607010208,複勝,9,170,4
202607010208,枠連,6-7,520,2
202607010208,馬連,7-10,980,3
202607010208,ワイド,7-10,310,2
202607010208,ワイド,9-10,360,3
202607010208,ワイド,7-9,620,8
202607010208,馬単,10→7,1530,2
202607010208,三連複,7-9-10,1780,4
202607010208,三連単,10→7→9,7660,10
202607010209,単勝,16,1040,4
202607010209,複勝,16,360,6
202607010209,複勝,7,390,7
202607010209,複勝,15,180,2
202607010209,枠連,4-8,680,3
202607010209,馬連,7-16,8340,28
202607010209,ワイド,7-16,2500,29
202607010209,ワイド,15-16,680,4
202607010209,ワイド,7-15,840,9
202607010209,馬単,16→7,15980,60
202607010209,三連複,7-15-16,7470,25
202607010209,三連単,16→7→15,65580,228
202607010210,単勝,4,860,4
202607010210,複勝,4,230,4
202607010210,複勝,1,300,5
202607010210,複勝,6,600,7
202607010210,枠連,1-4,2390,11
202607010210,馬連,1-4,2710,11
202607010210,ワイド,1-4,900,11
202607010210,ワイド,4-6,1910,24
202607010210,ワイド,1-6,1920,25
202607010210,馬単,4→1,5140,23
202607010210,三連複,1-4-6,10800,42
202607010210,三連単,4→1→6,47810,177
202607010211,単勝,9,1350,8
202607010211,複勝,9,300,7
202607010211,複勝,3,270,4
202607010211,複勝,12,150,1
202607010211,枠連,3-6,2090,14
202607010211,馬連,3-9,4870,24
202607010211,ワイド,3-9,1360,21
202607010211,ワイド,9-12,640,4
202607010211,ワイド,3-12,670,5
202607010211,馬単,9→3,12480,53
202607010211,三連複,3-9-12,5180,18
202607010211,三連単,9→3→12,51310,206
202607010212,単勝,13,430,1
202607010212,複勝,13,190,2
202607010212,複勝,2,390,6
202607010212,複勝,1,400,7
202607010212,枠連,1-7,1550,6
202607010212,馬連,2-13,3650,10
202607010212,ワイド,2-13,1420,13
202607010212,ワイド,1-13,1500,16
202607010212,ワイド,1-2,2580,37
202607010212,馬単,13→2,5640,10
202607010212,三連複,1-2-13,16410,62
202607010212,三連単,13→2→1,64730,177
202607010301,単勝,13,110,1
202607010301,複勝,13,100,1
202607010301,複勝,9,140,2
202607010301,複勝,2,270,5
202607010301,枠連,6-8,390,3
202607010301,馬連,9-13,420,2
202607010301,ワイド,9-13,210,2
202607010301,ワイド,2-13,460,4
202607010301,ワイド,2-9,970,10
202607010301,馬単,13→9,480,2
202607010301,三連複,2-9-13,1240,4
202607010301,三連単,13→9→2,3140,10
202607010302,単勝,10,1310,5
202607010302,複勝,10,270,5
202607010302,複勝,1,120,1
202607010302,複勝,4,150,2
202607010302,枠連,1-5,1170,6
202607010302,馬連,1-10,1180,4
202607010302,ワイド,1-10,440,4
202607010302,ワイド,4-10,790,9
202607010302,ワイド,1-4,240,1
202607010302,馬単,10→1,2860,12
202607010302,三連複,1-4-10,1260,3
202607010302,三連単,10→1→4,9520,25
202607010303,単勝,1,150,1
202607010303,複勝,1,110,1
202607010303,複勝,4,150,4
202607010303,複勝,7,120,2
202607010303,枠連,1-4,460,2
202607010303,馬連,1-4,670,3
202607010303,ワイド,1-4,240,2
202607010303,ワイド,1-7,160,1
202607010303,ワイド,4-7,410,5
202607010303,馬単,1→4,890,4
202607010303,三連複,1-4-7,620,2
202607010303,三連単,1→4→7,2200,3
202607010304,単勝,16,300,2
202607010304,複勝,16,130,1
202607010304,複勝,5,150,2
202607010304,複勝,3,260,4
202607010304,枠連,3-8,480,2
202607010304,馬連,5-16,800,2
202607010304,ワイド,5-16,330,2
202607010304,ワイド,3-16,720,5
202607010304,ワイド,3-5,870,9
202607010304,馬単,16→5,1430,3
202607010304,三連複,3-5-16,2930,7
202607010304,三連単,16→5→3,11630,16
202607010305,単勝,9,2030,3
202607010305,複勝,9,210,3
202607010305,複勝,6,110,1
202607010305,複勝,12,320,5
202607010305,枠連,3-5,530,3
202607010305,馬連,6-9,640,2
202607010305,ワイド,6-9,310,2
202607010305,ワイド,9-12,2430,19
202607010305,ワイド,6-12,570,6
202607010305,馬単,9→6,3230,11
202607010305,三連複,6-9-12,3320,10
202607010305,三連単,9→6→12,32150,97
202607010306,単勝,4,340,2
202607010306,複勝,4,140,2
202607010306,複勝,12,130,1
202607010306,複勝,8,160,3
202607010306,枠連,2-6,480,1
202607010306,馬連,4-12,560,1
202607010306,ワイド,4-12,210,1
202607010306,ワイド,4-8,380,3
202607010306,ワイド,8-12,320,2
202607010306,馬単,4→12,970,1
202607010306,三連複,4-8-12,730,1
202607010306,三連単,4→12→8,3080,3
202607010307,単勝,7,490,2
202607010307,複勝,7,220,2
202607010307,複勝,16,530,9
202607010307,複勝,13,240,3
202607010307,枠連,4-8,980,4
202607010307,馬連,7-16,6630,27
202607010307,ワイド,7-16,2150,28
202607010307,ワイド,7-13,970,10
202607010307,ワイド,13-16,2150,26
202607010307,馬単,7→16,9470,43
202607010307,三連複,7-13-16,17190,62
202607010307,三連単,7→16→13,98400,351
202607010308,単勝,11,510,3
202607010308,複勝,11,160,2
202607010308,複勝,5,170,3
202607010308,複勝,6,180,4
202607010308,枠連,4-7,800,4
202607010308,馬連,5-11,880,1
202607010308,ワイド,5-11,330,1
202607010308,ワイド,6-11,410,4
202607010308,ワイド,5-6,420,5
202607010308,馬単,11→5,2020,4
202607010308,三連複,5-6-11,1600,1
202607010308,三連単,11→5→6,7610,7
202607010309,単勝,1,730,4
202607010309,複勝,1,280,4
202607010309,複勝,6,460,7
202607010309,複勝,7,350,6
202607010309,枠連,1-6,4590,20
202607010309,馬連,1-6,3350,15
202607010309,ワイド,1-6,1240,18
202607010309,ワイド,1-7,920,12
202607010309,ワイド,6-7,1520,22
202607010309,馬単,1→6,5490,26
202607010309,三連複,1-6-7,6820,32
202607010309,三連単,1→6→7,31470,130
202607010310,単勝,13,500,2
202607010310,複勝,13,230,3
202607010310,複勝,14,1210,11
202607010310,複勝,9,310,6
202607010310,枠連,7-7,8760,28
202607010310,馬連,13-14,15210,40
202607010310,ワイド,13-14,4510,40
202607010310,ワイド,9-13,820,7
202607010310,ワイド,9-14,6090,48
202607010310,馬単,13→14,22020,65
202607010310,三連複,9-13-14,37770,103
202607010310,三連単,13→14→9,219460,566
202607010311,単勝,9,160,1
202607010311,複勝,9,110,1
202607010311,複勝,10,420,9
202607010311,複勝,7,220,2
202607010311,枠連,5-5,1850,8
202607010311,馬連,9-10,1870,8
202607010311,ワイド,9-10,690,7
202607010311,ワイド,7-9,320,1
202607010311,ワイド,7-10,2990,34
202607010311,馬単,9→10,2380,10
202607010311,三連複,7-9-10,4970,16
202607010311,三連単,9→10→7,15930,37
202607010312,単勝,3,430,3
202607010312,複勝,3,170,3
202607010312,複勝,5,130,2
202607010312,複勝,4,370,6
202607010312,枠連,3-4,530,2
202607010312,馬連,3-5,570,2
202607010312,ワイド,3-5,290,2
202607010312,ワイド,3-4,820,11
202607010312,ワイド,4-5,710,8
202607010312,馬単,3→5,1460,4
202607010312,三連複,3-4-5,1910,5
202607010312,三連単,3→5→4,9690,24
202607010401,単勝,10,660,4
202607010401,複勝,10,170,3
202607010401,複勝,11,220,5
202607010401,複勝,12,110,1
202607010401,枠連,6-7,270,1
202607010401,馬連,10-11,1570,5
202607010401,ワイド,10-11,600,6
202607010401,ワイド,10-12,280,1
202607010401,ワイド,11-12,410,4
202607010401,馬単,10→11,3510,11
202607010401,三連複,10-11-12,1320,2
202607010401,三連単,10→11→12,10190,26
202607010402,単勝,4,390,2
202607010402,複勝,4,140,2
202607010402,複勝,14,130,1
202607010402,複勝,9,150,3
202607010402,枠連,2-7,600,1
202607010402,馬連,4-14,750,1
202607010402,ワイド,4-14,310,1
202607010402,ワイド,4-9,480,4
202607010402,ワイド,9-14,340,3
202607010402,馬単,4→14,1590,4
202607010402,三連複,4-9-14,1330,2
202607010402,三連単,4→14→9,7120,6
202607010403,単勝,14,2900,9
202607010403,複勝,14,770,10
202607010403,複勝,3,210,4
202607010403,複勝,12,190,3
202607010403,枠連,2-8,3760,14
202607010403,馬連,3-14,11380,36
202607010403,ワイド,3-14,2730,35
202607010403,ワイド,12-14,2740,34
202607010403,ワイド,3-12,650,7
202607010403,馬単,14→3,24300,74
202607010403,三連複,3-12-14,17910,62
202607010403,三連単,14→3→12,208110,520
202607010404,単勝,11,720,4
202607010404,複勝,11,190,4
202607010404,複勝,1,180,2
202607010404,複勝,3,190,3
202607010404,枠連,1-6,460,1
202607010404,馬連,1-11,1850,7
202607010404,ワイド,1-11,690,8
202607010404,ワイド,3-11,640,6
202607010404,ワイド,1-3,650,7
202607010404,馬単,11→1,4270,18
202607010404,三連複,1-3-11,3370,9
202607010404,三連単,11→1→3,21960,67
202607010405,単勝,3,1400,6
202607010405,複勝,3,230,4
202607010405,複勝,6,110,1
202607010405,複勝,8,500,8
202607010405,枠連,2-3,330,1
202607010405,馬連,3-6,800,3
202607010405,ワイド,3-6,360,3
202607010405,ワイド,3-8,2480,22
202607010405,ワイド,6-8,720,6
202607010405,馬単,3→6,2620,9
202607010405,三連複,3-6-8,4580,14
202607010405,三連単,3→6→8,34330,104
202607010406,単勝,2,200,1
202607010406,複勝,2,110,1
202607010406,複勝,16,800,11
202607010406,複勝,1,190,2
202607010406,枠連,1-8,840,4
202607010406,馬連,2-16,5130,14
202607010406,ワイド,2-16,1590,17
202607010406,ワイド,1-2,310,1
202607010406,ワイド,1-16,4980,48
202607010406,馬単,2→16,6510,18
202607010406,三連複,1-2-16,10960,35
202607010406,三連単,2→16→1,50430,152
202607010407,単勝,13,2740,8
202607010407,複勝,13,630,8
202607010407,複勝,9,290,3
202607010407,複勝,7,330,4
202607010407,枠連,5-7,1130,5
202607010407,馬連,9-13,13980,32
202607010407,ワイド,9-13,3320,31
202607010407,ワイド,7-13,3000,28
202607010407,ワイド,7-9,1170,13
202607010407,馬単,13→9,32170,69
202607010407,三連複,7-9-13,37950,87
202607010407,三連単,13→9→7,330970,591
202607010408,単勝,12,310,1
202607010408,複勝,12,120,1
202607010408,複勝,14,140,2
202607010408,複勝,3,230,4
202607010408,枠連,6-7,340,1
202607010408,馬連,12-14,550,1
202607010408,ワイド,12-14,230,1
202607010408,ワイド,3-12,490,4
202607010408,ワイド,3-14,600,5
202607010408,馬単,12→14,1020,1
202607010408,三連複,3-12-14,1670,2
202607010408,三連単,12→14→3,6240,7
202607010409,単勝,8,1750,8
202607010409,複勝,8,370,7
202607010409,複勝,1,170,3
202607010409,複勝,10,270,4
202607010409,枠連,1-7,1230,4
202607010409,馬連,1-8,2540,14
202607010409,ワイド,1-8,850,14
202607010409,ワイド,8-10,1450,21
202607010409,ワイド,1-10,670,8
202607010409,馬単,8→1,6730,33
202607010409,三連複,1-8-10,5570,24
202607010409,三連単,8→1→10,41890,188
202607010410,単勝,9,850,5
202607010410,複勝,9,260,5
202607010410,複勝,8,210,2
202607010410,複勝,15,310,6
202607010410,枠連,4-5,1320,4
202607010410,馬連,8-9,2820,6
202607010410,ワイド,8-9,1020,5
202607010410,ワイド,9-15,1580,18
202607010410,ワイド,8-15,1680,20
202607010410,馬単,9→8,6370,19
202607010410,三連複,8-9-15,14420,56
202607010410,三連単,9→8→15,113280,507
202607010411,単勝,18,2760,12
202607010411,複勝,18,980,13
202607010411,複勝,8,300,3
202607010411,複勝,10,870,12
202607010411,枠連,4-8,820,1
202607010411,馬連,8-18,16560,60
202607010411,ワイド,8-18,5020,58
202607010411,ワイド,10-18,14690,111
202607010411,ワイド,8-10,3950,49
202607010411,馬単,18→8,31830,122
202607010411,三連複,8-10-18,162740,393
202607010411,三連単,18→8→10,733950,2
202607010412,単勝,6,360,1
202607010412,複勝,6,140,2
202607010412,複勝,14,150,1
202607010412,複勝,5,270,4
202607010412,枠連,3-7,570,2
202607010412,馬連,6-14,800,3
202607010412,ワイド,6-14,330,2
202607010412,ワイド,5-6,740,5
202607010412,ワイド,5-14,760,6
202607010412,馬単,6→14,1410,2
202607010412,三連複,5-6-14,2410,4
202607010412,三連単,6→14→5,9730,13
202607010501,単勝,6,4530,8
202607010501,複勝,6,370,7
202607010501,複勝,2,110,1
202607010501,複勝,15,520,8
202607010501,枠連,1-3,1840,6
202607010501,馬連,2-6,2320,8
202607010501,ワイド,2-6,920,7
202607010501,ワイド,6-15,8270,50
202607010501,ワイド,2-15,780,6
202607010501,馬単,6→2,9470,21
202607010501,三連複,2-6-15,13680,39
202607010501,三連単,6→2→15,140600,273
202607010502,単勝,13,10730,11
202607010502,複勝,13,2190,10
202607010502,複勝,11,520,7
202607010502,複勝,3,230,4
202607010502,枠連,7-8,3570,13
202607010502,馬連,11-13,79330,64
202607010502,ワイド,11-13,19160,64
202607010502,ワイド,3-13,8040,40
202607010502,ワイド,3-11,2030,24
202607010502,馬単,13→11,251790,136
202607010502,三連複,3-11-13,184670,165
202607010502,三連単,13→11→3,1717900,1
202607010503,単勝,2,380,1
202607010503,複勝,2,160,2
202607010503,複勝,1,840,9
202607010503,複勝,5,150,3
202607010503,枠連,1-1,6580,23
202607010503,馬連,1-2,9370,26
202607010503,ワイド,1-2,2090,21
202607010503,ワイド,2-5,380,3
202607010503,ワイド,1-5,2460,24
202607010503,馬単,2→1,15170,43
202607010503,三連複,1-2-5,7700,23
202607010503,三連単,2→1→5,57450,156
202607010504,単勝,9,590,2
202607010504,複勝,9,160,3
202607010504,複勝,5,110,1
202607010504,複勝,6,140,2
202607010504,枠連,4-6,410,1
202607010504,馬連,5-9,440,1
202607010504,ワイド,5-9,220,1
202607010504,ワイド,6-9,550,7
202607010504,ワイド,5-6,240,2
202607010504,馬単,9→5,1170,4
202607010504,三連複,5-6-9,810,1
202607010504,三連単,9→5→6,4710,8
202607010505,単勝,12,1070,4
202607010505,複勝,12,250,4
202607010505,複勝,8,150,2
202607010505,複勝,7,740,10
202607010505,枠連,5-7,1380,5
202607010505,馬連,8-12,1700,4
202607010505,ワイド,8-12,590,4
202607010505,ワイド,7-12,2740,33
202607010505,ワイド,7-8,1940,22
202607010505,馬単,12→8,4150,12
202607010505,三連複,7-8-12,11070,37
202607010505,三連単,12→8→7,69990,227
202607010506,単勝,1,440,3
202607010506,複勝,1,170,3
202607010506,複勝,13,430,9
202607010506,複勝,5,150,1
202607010506,枠連,1-7,4090,17
202607010506,馬連,1-13,6880,24
202607010506,ワイド,1-13,1520,21
202607010506,ワイド,1-5,370,2
202607010506,ワイド,5-13,1330,17
202607010506,馬単,1→13,9240,34
202607010506,三連複,1-5-13,5490,16
202607010506,三連単,1→13→5,43640,121
202607010507,単勝,1,720,4
202607010507,複勝,1,290,4
202607010507,複勝,4,590,10
202607010507,複勝,16,290,5
202607010507,枠連,1-2,3630,19
202607010507,馬連,1-4,7740,34
202607010507,ワイド,1-4,2220,33
202607010507,ワイド,1-16,1790,23
202607010507,ワイド,4-16,2480,38
202607010507,馬単,1→4,13950,67
202607010507,三連複,1-4-16,35020,139
202607010507,三連単,1→4→16,183350,734
202607010508,単勝,9,2450,9
202607010508,複勝,9,600,8
202607010508,複勝,5,180,2
202607010508,複勝,8,200,3
202607010508,枠連,3-5,570,2
202607010508,馬連,5-9,5960,22
202607010508,ワイド,5-9,1680,22
202607010508,ワイド,8-9,1420,20
202607010508,ワイド,5-8,540,5
202607010508,馬単,9→5,14400,49
202607010508,三連複,5-8-9,9600,32
202607010508,三連単,9→5→8,72200,245
202607010509,単勝,3,2020,8
202607010509,複勝,3,380,8
202607010509,複勝,6,160,2
202607010509,複勝,7,170,3
202607010509,枠連,3-6,3270,14
202607010509,馬連,3-6,3450,18
202607010509,ワイド,3-6,1010,14
202607010509,ワイド,3-7,1380,21
202607010509,ワイド,6-7,380,3
202607010509,馬単,3→6,8510,37
202607010509,三連複,3-6-7,4690,16
202607010509,三連単,3→6→7,41910,166
202607010510,単勝,8,1580,7
202607010510,複勝,8,350,7
202607010510,複勝,11,120,1
202607010510,複勝,7,170,3
202607010510,枠連,6-8,490,2
202607010510,馬連,8-11,2070,9
202607010510,ワイド,8-11,870,10
202607010510,ワイド,7-8,1030,15
202607010510,ワイド,7-11,290,2
202607010510,馬単,8→11,5560,23
202607010510,三連複,7-8-11,2520,7
202607010510,三連単,8→11→7,22280,66
202607010511,単勝,2,290,1
202607010511,複勝,2,180,1
202607010511,複勝,12,310,6
202607010511,複勝,14,920,11
202607010511,枠連,1-6,1170,4
202607010511,馬連,2-12,1330,1
202607010511,ワイド,2-12,580,2
202607010511,ワイド,2-14,2510,33
202607010511,ワイド,12-14,4730,53
202607010511,馬単,2→12,2290,3
202607010511,三連複,2-12-14,18110,61
202607010511,三連単,2→12→14,74420,237
202607010512,単勝,11,370,1
202607010512,複勝,11,170,1
202607010512,複勝,7,250,4
202607010512,複勝,12,550,9
202607010512,枠連,4-6,910,3
202607010512,馬連,7-11,1650,4
202607010512,ワイド,7-11,610,5
202607010512,ワイド,11-12,1490,14
202607010512,ワイド,7-12,2590,31
202607010512,馬単,11→7,3000,8
202607010512,三連複,7-11-12,10290,31
202607010512,三連単,11→7→12,37690,100
202607010601,単勝,12,200,1
202607010601,複勝,12,110,1
202607010601,複勝,13,160,3
202607010601,複勝,16,180,4
202607010601,枠連,6-7,580,2
202607010601,馬連,12-13,610,3
202607010601,ワイド,12-13,260,2
202607010601,ワイド,12-16,250,3
202607010601,ワイド,13-16,510,7
202607010601,馬単,12→13,880,4
202607010601,三連複,12-13-16,890,3
202607010601,三連単,12→13→16,3020,8
202607010602,単勝,1,6300,9
202607010602,複勝,1,910,9
202607010602,複勝,12,430,6
202607010602,複勝,10,110,1
202607010602,枠連,1-7,32700,28
202607010602,馬連,1-12,49260,44
202607010602,ワイド,1-12,7790,41
202607010602,ワイド,1-10,2040,16
202607010602,ワイド,10-12,710,6
202607010602,馬単,1→12,113010,88
202607010602,三連複,1-10-12,28630,51
202607010602,三連単,1→12→10,434220,487
202607010603,単勝,7,160,1
202607010603,複勝,7,110,1
202607010603,複勝,12,270,5
202607010603,複勝,13,560,8
202607010603,枠連,4-7,590,2
202607010603,馬連,7-12,750,2
202607010603,ワイド,7-12,350,2
202607010603,ワイド,7-13,1150,11
202607010603,ワイド,12-13,4670,34
202607010603,馬単,7→12,900,2
202607010603,三連複,7-12-13,7850,23
202607010603,三連単,7→12→13,17240,51
202607010604,単勝,2,400,2
202607010604,複勝,2,140,2
202607010604,複勝,12,130,1
202607010604,複勝,10,160,4
202607010604,枠連,1-6,710,3
202607010604,馬連,2-12,740,2
202607010604,ワイド,2-12,270,1
202607010604,ワイド,2-10,350,4
202607010604,ワイド,10-12,300,2
202607010604,馬単,2→12,1490,5
202607010604,三連複,2-10-12,760,1
202607010604,三連単,2→12→10,4540,6
202607010605,単勝,7,210,1
202607010605,複勝,7,110,1
202607010605,複勝,9,130,2
202607010605,複勝,1,170,4
202607010605,枠連,4-5,470,1
202607010605,馬連,7-9,450,1
202607010605,ワイド,7-9,210,1
202607010605,ワイド,1-7,350,2
202607010605,ワイド,1-9,440,6
202607010605,馬単,7→9,640,1
202607010605,三連複,1-7-9,980,1
202607010605,三連単,7→9→1,2930,1
202607010606,単勝,5,920,6
202607010606,複勝,5,290,5
202607010606,複勝,3,600,8
202607010606,複勝,8,210,3
202607010606,枠連,3-4,3240,13
202607010606,馬連,3-5,6790,24
202607010606,ワイド,3-5,2470,32
202607010606,ワイド,5-8,810,10
202607010606,ワイド,3-8,1730,21
202607010606,馬単,5→3,15240,58
202607010606,三連複,3-5-8,12440,48
202607010606,三連単,5→3→8,90790,336
202607010607,単勝,12,470,2
202607010607,複勝,12,170,2
202607010607,複勝,4,180,5
202607010607,複勝,3,130,1
202607010607,枠連,4-8,590,2
202607010607,馬連,4-12,1690,8
202607010607,ワイド,4-12,540,8
202607010607,ワイド,3-12,390,4
202607010607,ワイド,3-4,310,1
202607010607,馬単,12→4,3000,10
202607010607,三連複,3-4-12,1750,4
202607010607,三連単,12→4→3,10840,30
